Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Mujeres;Rioja, La;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
Mujeres;Rioja, La;VIDRIO Y CERÁMICA;.
Mujeres;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;72,5
Mujeres;Ceuta;ADMINISTRACIÓN Y GESTIÓN;0,0
Mujeres;Ceuta;AGRARIA;54,2
Mujeres;Ceuta;ARTES GRÁFICAS;.
Mujeres;Ceuta;ARTES Y ARTESANÍAS;.
Mujeres;Ceuta;COMERCIO Y MARKETING;0,0
Mujeres;Ceuta;EDIFICACIÓN Y OBRA CIVIL;68,6
Mujeres;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;100,0
Mujeres;Ceuta;ENERGÍA Y AGUA;100,0
Mujeres;Ceuta;FABRICACIÓN MECÁNICA;.
Mujeres;Ceuta;HOSTELERÍA Y TURISMO;81,7
Mujeres;Ceuta;IMAGEN PERSONAL;81,0
Mujeres;Ceuta;IMAGEN Y SONIDO;90,9
Mujeres;Ceuta;INDUSTRIAS ALIMENTARIAS;.
Mujeres;Ceuta;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Ceuta;INFORMÁTICA Y COMUNICACIONES;0,0
Mujeres;Ceuta;INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Ceuta;MADERA, MUEBLE Y CORCHO;.
Mujeres;Ceuta;MARÍTIMO-PESQUERA;.
Mujeres;Ceuta;QUÍMICA;.
Mujeres;Ceuta;SANIDAD;63,9
Mujeres;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;71,4
Mujeres;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,8
Mujeres;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;100,0
Mujeres;Ceuta;VIDRIO Y CERÁMICA;.
Mujeres;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;43,1
Mujeres;Melilla;ADMINISTRACIÓN Y GESTIÓN;64,2
Mujeres;Melilla;AGRARIA;.
Mujeres;Melilla;ARTES GRÁFICAS;.
Mujeres;Melilla;ARTES Y ARTESANÍAS;.
Mujeres;Melilla;COMERCIO Y MARKETING;83,6
Mujeres;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Melilla;ELECTRICIDAD Y ELECTRÓNICA;100,0
Mujeres;Melilla;ENERGÍA Y AGUA;.
Mujeres;Melilla;FABRICACIÓN MECÁNICA;.
Mujeres;Melilla;HOSTELERÍA Y TURISMO;69,2
Mujeres;Melilla;IMAGEN PERSONAL;.
Mujeres;Melilla;IMAGEN Y SONIDO;55,4
Mujeres;Melilla;INDUSTRIAS ALIMENTARIAS;.
Mujeres;Melilla;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Melilla;INFORMÁTICA Y COMUNICACIONES;34,5
Mujeres;Melilla;INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Melilla;MADERA, MUEBLE Y CORCHO;.
Mujeres;Melilla;MARÍTIMO-PESQUERA;.
Mujeres;Melilla;QUÍMICA;.
Mujeres;Melilla;SANIDAD;95,9
Mujeres;Melilla;SEGURIDAD Y MEDIO AMBIENTE;47,1
Mujeres;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;90,8
Mujeres;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;100,0
Mujeres;Melilla;VIDRIO Y CERÁMICA;.
