Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Mujeres;La Rioja;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;La Rioja;MARÍTIMO-PESQUERA;.
Mujeres;La Rioja;QUÍMICA;88,5
Mujeres;La Rioja;SANIDAD;76,2
Mujeres;La Rioja;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;La Rioja;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,4
Mujeres;La Rioja;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;La Rioja;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;96,8
Mujeres;La Rioja;VIDRIO Y CERÁMICA;.
Mujeres;Ceuta;ACTIVIDADES FÍSICAS Y DEPORTIVAS;0,0
Mujeres;Ceuta;ADMINISTRACIÓN Y GESTIÓN;.
Mujeres;Ceuta;AGRARIA;45,5
Mujeres;Ceuta;ARTES GRÁFICAS;.
Mujeres;Ceuta;ARTES Y ARTESANÍAS;.
Mujeres;Ceuta;COMERCIO Y MARKETING;.
Mujeres;Ceuta;EDIFICACIÓN Y OBRA CIVIL;70,0
Mujeres;Ceuta;ELECTRICIDAD Y ELECTRÓNICA;.
Mujeres;Ceuta;ENERGÍA Y AGUA;.
Mujeres;Ceuta;FABRICACIÓN MECÁNICA;.
Mujeres;Ceuta;HOSTELERÍA Y TURISMO;66,4
Mujeres;Ceuta;IMAGEN PERSONAL;65,3
Mujeres;Ceuta;IMAGEN Y SONIDO;71,4
Mujeres;Ceuta;INDUSTRIAS ALIMENTARIAS;85,2
Mujeres;Ceuta;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Ceuta;INFORMÁTICA Y COMUNICACIONES;.
Mujeres;Ceuta;INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Ceuta;MADERA, MUEBLE Y CORCHO;.
Mujeres;Ceuta;MARÍTIMO-PESQUERA;.
Mujeres;Ceuta;QUÍMICA;.
Mujeres;Ceuta;SANIDAD;49,6
Mujeres;Ceuta;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Ceuta;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;71,8
Mujeres;Ceuta;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Ceuta;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;.
Mujeres;Ceuta;VIDRIO Y CERÁMICA;.
Mujeres;Melilla;ACTIVIDADES FÍSICAS Y DEPORTIVAS;54,2
Mujeres;Melilla;ADMINISTRACIÓN Y GESTIÓN;60,6
Mujeres;Melilla;AGRARIA;63,2
Mujeres;Melilla;ARTES GRÁFICAS;.
Mujeres;Melilla;ARTES Y ARTESANÍAS;.
Mujeres;Melilla;COMERCIO Y MARKETING;56,1
Mujeres;Melilla;EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Melilla;ELECTRICIDAD Y ELECTRÓNICA;83,3
Mujeres;Melilla;ENERGÍA Y AGUA;.
Mujeres;Melilla;FABRICACIÓN MECÁNICA;.
Mujeres;Melilla;HOSTELERÍA Y TURISMO;72,2
Mujeres;Melilla;IMAGEN PERSONAL;88,5
Mujeres;Melilla;IMAGEN Y SONIDO;52,5
Mujeres;Melilla;INDUSTRIAS ALIMENTARIAS;.
Mujeres;Melilla;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Melilla;INFORMÁTICA Y COMUNICACIONES;56,3
Mujeres;Melilla;INSTALACIÓN Y MANTENIMIENTO;100,0
Mujeres;Melilla;MADERA, MUEBLE Y CORCHO;.
Mujeres;Melilla;MARÍTIMO-PESQUERA;.
Mujeres;Melilla;QUÍMICA;.
Mujeres;Melilla;SANIDAD;67,2
Mujeres;Melilla;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Melilla;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;82,0
Mujeres;Melilla;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Melilla;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;83,3
Mujeres;Melilla;VIDRIO Y CERÁMICA;.
